run_id,seed,representation,ansatz,depth,K,init_state,test_accuracy,runtime_sec
314,42,flatten,random_indep,3,8,zero,0.7095000147819519,1516.9
315,42,flatten,random_indep,5,8,zero,0.774399995803833,1596.6
316,42,flatten,random_indep,7,8,zero,0.8014000058174133,1637.44
317,42,flatten,random_indep,9,8,zero,0.84170001745224,1698.28
318,42,flatten,random_indep,15,8,zero,0.855400025844574,1919.5
319,42,flatten,random_indep,21,8,zero,0.8557999730110168,2199.06
320,42,flatten,random_indep,1,8,random_fixed,0.6054999828338623,1440.53
321,42,flatten,random_indep,3,8,random_fixed,0.7559000253677368,1534.5
322,42,flatten,random_indep,5,8,random_fixed,0.7918000221252441,1583.34
323,42,flatten,random_indep,7,8,random_fixed,0.8036999702453613,1656.62
324,42,flatten,random_indep,9,8,random_fixed,0.8216999769210815,1741.83
325,42,flatten,random_indep,15,8,random_fixed,0.861299991607666,1966.15
326,42,flatten,random_indep,21,8,random_fixed,0.8533999919891357,2189.8
327,42,flatten,random_indep,1,8,random_indep,0.5924000144004822,1478.11
328,42,flatten,random_indep,3,8,random_indep,0.7549999952316284,1537.75
329,42,flatten,random_indep,5,8,random_indep,0.7897999882698059,1565.98
330,42,flatten,random_indep,7,8,random_indep,0.8091999888420105,1594.92
331,42,flatten,random_indep,9,8,random_indep,0.829800009727478,1703.91
332,42,flatten,random_indep,15,8,random_indep,0.8500000238418579,1948.54
333,42,flatten,random_indep,21,8,random_indep,0.8547000288963318,2175.57
334,42,flatten,random_indep,1,16,zero,0.6988000273704529,2646.12
335,42,flatten,random_indep,3,16,zero,0.8364999890327454,2963.82
336,42,flatten,random_indep,5,16,zero,0.8618999719619751,3090.3
337,42,flatten,random_indep,7,16,zero,0.8776000142097473,3262.22
338,42,flatten,random_indep,9,16,zero,0.8804000020027161,3390.29
339,42,flatten,random_indep,15,16,zero,0.896399974822998,3423.6
340,42,flatten,random_indep,21,16,zero,0.8999999761581421,4292.86
341,42,flatten,random_indep,1,16,random_fixed,0.7627000212669373,2645.01
342,42,flatten,random_indep,3,16,random_fixed,0.8522999882698059,2910.47
343,42,flatten,random_indep,5,16,random_fixed,0.8695999979972839,2809.36
344,42,flatten,random_indep,7,16,random_fixed,0.8855000138282776,3163.47
345,42,flatten,random_indep,9,16,random_fixed,0.8852999806404114,3012.77
346,42,flatten,random_indep,15,16,random_fixed,0.8946999907493591,3797.97
347,42,flatten,random_indep,21,16,random_fixed,0.8999000191688538,4297.86
348,42,flatten,random_indep,1,16,random_indep,0.7695000171661377,2729.17
349,42,flatten,random_indep,3,16,random_indep,0.8363000154495239,2934.29
350,42,flatten,random_indep,5,16,random_indep,0.8708000183105469,3033.0
351,42,flatten,random_indep,7,16,random_indep,0.8792999982833862,3188.0
352,42,flatten,random_indep,9,16,random_indep,0.8824999928474426,3390.49
353,42,flatten,random_indep,15,16,random_indep,0.8924000263214111,3713.14
354,42,flatten,random_indep,21,16,random_indep,0.8967000246047974,4304.68
355,42,flatten,random_indep,1,32,zero,0.7868000268936157,5528.02
356,42,flatten,random_indep,3,32,zero,0.880299985408783,5684.63
357,42,flatten,random_indep,5,32,zero,0.9003000259399414,6173.4
358,42,flatten,random_indep,7,32,zero,0.9024999737739563,6554.24
359,42,flatten,random_indep,9,32,zero,0.9089000225067139,6234.23
360,42,flatten,random_indep,15,32,zero,0.9132999777793884,7799.9
361,42,flatten,random_indep,21,32,zero,0.9115999937057495,8396.61
362,42,flatten,random_indep,1,32,random_fixed,0.8478999733924866,5653.63
363,42,flatten,random_indep,3,32,random_fixed,0.8912000060081482,5768.99
364,42,flatten,random_indep,5,32,random_fixed,0.901199996471405,6145.25
365,42,flatten,random_indep,7,32,random_fixed,0.902899980545044,6434.07
366,42,flatten,random_indep,9,32,random_fixed,0.9082000255584717,6458.62
367,42,flatten,random_indep,15,32,random_fixed,0.9121000170707703,7629.43
368,42,flatten,random_indep,21,32,random_fixed,0.9147999882698059,8648.75
369,42,flatten,random_indep,1,32,random_indep,0.8482999801635742,5573.08
370,42,flatten,random_indep,3,32,random_indep,0.8877000212669373,5845.4
371,42,flatten,random_indep,5,32,random_indep,0.8984000086784363,5922.29
